0.543182946,0.961311556,0.202945529,0.621167914,0.514585182,0.122620769,0.320729771,0.247113526,0.356586455,0.304462103,4.19470575
0.271874904,0.117333212,0.453966899,0.660586719,0.522200698,0.361489618,0.759116609,0.40203047,0.227935621,0.084492826,3.861027575
0.491690258,0.145907196,0.996778499,0.08724739,0.252532238,0.370158841,0.096087468,0.927476736,0.854578519,0.98046182,5.202918966
0.965689992,0.972944724,0.266733065,0.512755797,0.856755064,0.767243968,0.085692369,0.221038919,0.662382543,0.762845027,6.074081469
0.44460355,0.033773365,0.328742751,0.64898644,0.33675364,0.562124935,0.623208601,0.005816526,0.106934805,0.147813648,3.238758262
0.462895186,0.476666171,0.457537092,0.534864171,0.824555943,0.097968715,0.520142553,0.368540057,0.904526498,0.931039302,5.578735688
0.733111999,0.540706492,0.047507867,0.835087775,0.942532594,0.16669125,0.365962533,0.803519743,0.59463051,0.814824034,5.844574795
0.039370881,0.814822029,0.443427573,0.564524221,0.795390267,0.764020788,0.398464022,0.1559861,0.717195546,0.9398532,5.633054625
0.727325952,0.321856257,0.545869802,0.134218773,0.967503185,0.72955313,0.154993378,0.612451879,0.277935666,0.156816408,4.628524431
0.822382972,0.05571753,0.401233588,0.351414405,0.075022706,0.622030534,0.033246529,0.369192119,0.260074959,0.964211374,3.954526717
0.75955135,0.31105813,0.720655356,0.553682787,0.822292118,0.007060139,0.016901772,0.103711293,0.019393036,0.59912245,3.91342843
0.804223028,0.503136467,0.262844276,0.335404876,0.743854082,0.107675845,0.306830052,0.269909829,0.991790884,0.374347819,4.700017157
0.924483586,0.92520133,0.799279386,0.724316641,0.366500588,0.635763418,0.061720367,0.111907338,0.50690279,0.612431552,5.668506995
0.206815411,0.989927337,0.162468202,0.289295898,0.95135066,0.726274186,0.1502468,0.322567441,0.424002888,0.958095952,5.181044774
0.470318284,0.94638668,0.618735581,0.487902951,0.71970146,0.306725843,0.709233231,0.080216552,0.078156921,0.562051782,4.979429285
0.862154086,0.173539741,0.122712292,0.14871511,0.648747618,0.990138967,0.189525821,0.583075673,0.246115324,0.608422262,4.573146894
0.930791691,0.617188535,0.103347623,0.290590555,0.536672462,0.423497033,0.857905412,0.634585208,0.644762564,0.860357425,5.89969851
0.401763829,0.700645922,0.219690558,0.837507272,0.784414071,0.868128934,0.824084043,0.917515816,0.26076771,0.608636118,6.423154273
0.498867924,0.757654281,0.617841203,0.022809072,0.035056498,0.386702824,0.541860955,0.414693578,0.149935993,0.620667752,4.04609008
0.172398761,0.846301459,0.725669215,0.159906946,0.458299828,0.656719832,0.14384035,0.57028457,0.988586658,0.216082211,4.938089831
0.198886022,0.120566443,0.524119824,0.804635841,0.397378281,0.54986611,0.573051982,0.893431433,0.578657776,0.62933304,5.269926752
0.81719253,0.182585675,0.180130667,0.935824685,0.124103073,0.54807163,0.471324763,0.924422635,0.828130247,0.330156522,5.341942427
0.119912933,0.682914974,0.923238813,0.62339622,0.51195402,0.584103653,0.596885927,0.75782002,0.099586449,0.018471536,4.918284546
0.727896674,0.827353313,0.087638222,0.941774521,0.221235866,0.255913742,0.484653214,0.797187425,0.512494052,0.087975095,4.944122123
0.592617915,0.852509888,0.070065876,0.440043756,0.972025387,0.873051474,0.218943294,0.059034861,0.794418767,0.22410541,5.096816628
0.483638573,0.117928535,0.048253385,0.24911965,0.589522307,0.469289463,0.888729853,0.490019073,0.058085733,0.385308249,3.779894821
0.485543804,0.691182509,0.207502699,0.360415235,0.471237416,0.46477315,0.456894292,0.321014965,0.380364686,0.435389571,4.274318327
0.664353639,0.771227214,0.222419064,0.945677501,0.976409222,0.27800637,0.050490194,0.807941333,0.669806845,0.902098726,6.288430109
0.679970628,0.567021526,0.748557485,0.068620961,0.074261854,0.564419755,0.883266545,0.530488331,0.659530523,0.235639471,5.011777078
0.158395693,0.755305005,0.516429553,0.049064394,0.307390168,0.456601663,0.37946012,0.112816022,0.795742942,0.08645381,3.617659372
0.986098957,0.718010609,0.036839106,0.992173388,0.738136328,0.201665489,0.417595101,0.495509527,0.506108489,0.822636857,5.914773851
0.54340141,0.607882424,0.106292438,0.66892717,0.192533558,0.886350493,0.276234154,0.276089522,0.053482132,0.815987103,4.427180403
0.209201604,0.933117371,0.536373726,0.656051307,0.01541555,0.419144016,0.710860588,0.694639804,0.187300214,0.927872122,5.2899763
0.623448985,0.318846805,0.582924341,0.305501576,0.422176698,0.262714542,0.834201776,0.51562281,0.022412214,0.01437564,3.902225386
